object/tangible/lair/npc_lair.iff	-1	25	500	20	15			tatooine_desert_demon_outpost_neutral_large
object/tangible/lair/npc_lair.iff	-1	25	500	20	15			tatooine_desert_demon_patrol_neutral_none
object/tangible/lair/npc_lair.iff	-1	25	500	20	15			tatooine_jabba_enforcer_camp_neutral_medium_theater
object/tangible/lair/npc_lair.iff	-1	25	500	20	15			tatooine_jabba_swooper_camp_neutral_medium_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_imperial_outpost_imperial_large_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_imperial_outpost_imperial_small_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_imperial_large_base_imperial_small_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_imperial_large_base_imperial_large_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_imperial_stormtrooper_camp2_imperial_small_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_rebel_patrol_camp3_rebel_small_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_rebel_specforce_base_rebel_large_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_rebel_specforce_base2_rebel_large_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_rebel_base_rebel_large_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_rebel_base2_rebel_large_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_corporal_patrol_rebel_none
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_ssgt_patrol_rebel_none
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_spaceforce_pathfinder_rebel_none
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_captain_squad_rebel_none
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_specops_agent_rebel_none
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_imperial_sergeant_camp_imperial_medium_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_imperial_sgt_major_camp_imperial_medium_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_rebel_network_leader_camp_rebel_medium_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_rebel_sgt_major_camp_rebel_medium_theater
object/tangible/lair/npc_lair.iff	-1	25	500	1	25			global_rebel_army_captain_camp_rebel_medium_theater
object/tangible/lair/npc_lair.iff	-1	15	500	25	20			tatooine_kreetle_over_neutral_none
object/tangible/lair/npc_lair.iff	-1	15	500	25	20			tatooine_gorg_glutton_neutral_none
